,country,date,daily_vaccinations,vaccines,polynomial_regression,knn,mean
0,Argentina,12/29/2020,,Sputnik V,10301,42269,11446
1,Argentina,12/30/2020,15656.0,Sputnik V,15656,15656,15656
2,Argentina,12/31/2020,15656.0,Sputnik V,15656,15656,15656
3,Argentina,1/1/2021,11070.0,Sputnik V,11070,11070,11070
4,Argentina,1/2/2021,8776.0,Sputnik V,8776,8776,8776
5,Argentina,1/3/2021,7400.0,Sputnik V,7400,7400,7400
6,Argentina,1/4/2021,6483.0,Sputnik V,6483,6483,6483
7,Argentina,1/5/2021,7984.0,Sputnik V,7984,7984,7984
8,Argentina,1/6/2021,8173.0,Sputnik V,8173,8173,8173
9,Argentina,1/7/2021,8363.0,Sputnik V,8363,8363,8363
10,Argentina,1/8/2021,10519.0,Sputnik V,10519,10519,10519
11,Argentina,1/9/2021,11942.0,Sputnik V,11942,11942,11942
12,Argentina,1/10/2021,13365.0,Sputnik V,13365,13365,13365
13,Argentina,1/11/2021,14788.0,Sputnik V,14788,14788,14788
14,Argentina,1/12/2021,14056.0,Sputnik V,14056,14056,14056
15,Argentina,1/13/2021,13323.0,Sputnik V,13323,13323,13323
16,Argentina,1/14/2021,13320.0,Sputnik V,13320,13320,13320
17,Argentina,1/15/2021,13317.0,Sputnik V,13317,13317,13317
18,Argentina,1/16/2021,12971.0,Sputnik V,12971,12971,12971
19,Argentina,1/17/2021,12624.0,Sputnik V,12624,12624,12624
20,Argentina,1/18/2021,12278.0,Sputnik V,12278,12278,12278
21,Argentina,1/19/2021,11932.0,Sputnik V,11932,11932,11932
22,Argentina,1/20/2021,11586.0,Sputnik V,11586,11586,11586
23,Argentina,1/21/2021,11704.0,Sputnik V,11704,11704,11704
24,Argentina,1/22/2021,11263.0,Sputnik V,11263,11263,11263
25,Argentina,1/23/2021,11124.0,Sputnik V,11124,11124,11124
26,Argentina,1/24/2021,10342.0,Sputnik V,10342,10342,10342
27,Argentina,1/25/2021,9046.0,Sputnik V,9046,9046,9046
28,Austria,1/5/2021,,Pfizer/BioNTech,2237,1230,8424
29,Austria,1/6/2021,3368.0,Pfizer/BioNTech,3368,3368,3368
30,Austria,1/7/2021,3368.0,Pfizer/BioNTech,3368,3368,3368
31,Austria,1/8/2021,7263.0,Pfizer/BioNTech,7263,7263,7263
32,Austria,1/9/2021,5791.0,Pfizer/BioNTech,5791,5791,5791
33,Austria,1/10/2021,4705.0,Pfizer/BioNTech,4705,4705,4705
34,Austria,1/11/2021,5031.0,Pfizer/BioNTech,5031,5031,5031
35,Austria,1/12/2021,6366.0,Pfizer/BioNTech,6366,6366,6366
36,Austria,1/13/2021,7365.0,Pfizer/BioNTech,7365,7365,7365
37,Austria,1/14/2021,8429.0,Pfizer/BioNTech,8429,8429,8429
38,Austria,1/15/2021,7747.0,Pfizer/BioNTech,7747,7747,7747
39,Austria,1/16/2021,7953.0,Pfizer/BioNTech,7953,7953,7953
40,Austria,1/17/2021,10129.0,Pfizer/BioNTech,10129,10129,10129
41,Austria,1/18/2021,11852.0,Pfizer/BioNTech,11852,11852,11852
42,Austria,1/19/2021,12472.0,Pfizer/BioNTech,12472,12472,12472
43,Austria,1/20/2021,12489.0,Pfizer/BioNTech,12489,12489,12489
44,Austria,1/21/2021,12552.0,Pfizer/BioNTech,12552,12552,12552
45,Austria,1/22/2021,11797.0,Pfizer/BioNTech,11797,11797,11797
46,Austria,1/23/2021,11765.0,Pfizer/BioNTech,11765,11765,11765
47,Austria,1/24/2021,9622.0,Pfizer/BioNTech,9622,9622,9622
48,Bahrain,12/23/2020,,"Pfizer/BioNTech, Sinopharm",7296,5262,4089
49,Bahrain,12/24/2020,11106.0,"Pfizer/BioNTech, Sinopharm",11106,11106,11106
50,Bahrain,12/25/2020,5789.0,"Pfizer/BioNTech, Sinopharm",5789,5789,5789
51,Bahrain,12/26/2020,4197.0,"Pfizer/BioNTech, Sinopharm",4197,4197,4197
52,Bahrain,12/27/2020,3662.0,"Pfizer/BioNTech, Sinopharm",3662,3662,3662
53,Bahrain,12/28/2020,3210.0,"Pfizer/BioNTech, Sinopharm",3210,3210,3210
54,Bahrain,12/29/2020,2846.0,"Pfizer/BioNTech, Sinopharm",2846,2846,2846
55,Bahrain,12/30/2020,2622.0,"Pfizer/BioNTech, Sinopharm",2622,2622,2622
56,Bahrain,12/31/2020,1225.0,"Pfizer/BioNTech, Sinopharm",1225,1225,1225
57,Bahrain,1/1/2021,1258.0,"Pfizer/BioNTech, Sinopharm",1258,1258,1258
58,Bahrain,1/2/2021,1220.0,"Pfizer/BioNTech, Sinopharm",1220,1220,1220
59,Bahrain,1/3/2021,1011.0,"Pfizer/BioNTech, Sinopharm",1011,1011,1011
60,Bahrain,1/4/2021,943.0,"Pfizer/BioNTech, Sinopharm",943,943,943
61,Bahrain,1/5/2021,1122.0,"Pfizer/BioNTech, Sinopharm",1122,1122,1122
62,Bahrain,1/6/2021,1594.0,"Pfizer/BioNTech, Sinopharm",1594,1594,1594
63,Bahrain,1/7/2021,1942.0,"Pfizer/BioNTech, Sinopharm",1942,1942,1942
64,Bahrain,1/8/2021,2706.0,"Pfizer/BioNTech, Sinopharm",2706,2706,2706
65,Bahrain,1/9/2021,3437.0,"Pfizer/BioNTech, Sinopharm",3437,3437,3437
66,Bahrain,1/10/2021,4080.0,"Pfizer/BioNTech, Sinopharm",4080,4080,4080
67,Bahrain,1/11/2021,4427.0,"Pfizer/BioNTech, Sinopharm",4427,4427,4427
68,Bahrain,1/12/2021,4840.0,"Pfizer/BioNTech, Sinopharm",4840,4840,4840
69,Bahrain,1/13/2021,4699.0,"Pfizer/BioNTech, Sinopharm",4699,4699,4699
70,Bahrain,1/14/2021,5332.0,"Pfizer/BioNTech, Sinopharm",5332,5332,5332
71,Bahrain,1/15/2021,6361.0,"Pfizer/BioNTech, Sinopharm",6361,6361,6361
72,Bahrain,1/16/2021,7572.0,"Pfizer/BioNTech, Sinopharm",7572,7572,7572
73,Bahrain,1/17/2021,7473.0,"Pfizer/BioNTech, Sinopharm",7473,7473,7473
74,Bahrain,1/18/2021,7176.0,"Pfizer/BioNTech, Sinopharm",7176,7176,7176
75,Bahrain,1/19/2021,6546.0,"Pfizer/BioNTech, Sinopharm",6546,6546,6546
76,Bahrain,1/20/2021,6110.0,"Pfizer/BioNTech, Sinopharm",6110,6110,6110
77,Belgium,12/28/2020,,Pfizer/BioNTech,0,1610,5579
78,Belgium,12/29/2020,1.0,Pfizer/BioNTech,1,1,1
79,Belgium,12/30/2020,234.0,Pfizer/BioNTech,234,234,234
80,Belgium,12/31/2020,159.0,Pfizer/BioNTech,159,159,159
81,Belgium,1/1/2021,122.0,Pfizer/BioNTech,122,122,122
82,Belgium,1/2/2021,97.0,Pfizer/BioNTech,97,97,97
83,Belgium,1/3/2021,81.0,Pfizer/BioNTech,81,81,81
84,Belgium,1/4/2021,70.0,Pfizer/BioNTech,70,70,70
85,Belgium,1/5/2021,283.0,Pfizer/BioNTech,283,283,283
86,Belgium,1/6/2021,736.0,Pfizer/BioNTech,736,736,736
87,Belgium,1/7/2021,1855.0,Pfizer/BioNTech,1855,1855,1855
88,Belgium,1/8/2021,3134.0,Pfizer/BioNTech,3134,3134,3134
89,Belgium,1/9/2021,3578.0,Pfizer/BioNTech,3578,3578,3578
90,Belgium,1/10/2021,3634.0,Pfizer/BioNTech,3634,3634,3634
91,Belgium,1/11/2021,4398.0,Pfizer/BioNTech,4398,4398,4398
92,Belgium,1/12/2021,6284.0,Pfizer/BioNTech,6284,6284,6284
93,Belgium,1/13/2021,8558.0,Pfizer/BioNTech,8558,8558,8558
94,Belgium,1/14/2021,10320.0,Pfizer/BioNTech,10320,10320,10320
95,Belgium,1/15/2021,12023.0,Pfizer/BioNTech,12023,12023,12023
96,Belgium,1/16/2021,12246.0,Pfizer/BioNTech,12246,12246,12246
97,Belgium,1/17/2021,12582.0,Pfizer/BioNTech,12582,12582,12582
98,Belgium,1/18/2021,13135.0,Pfizer/BioNTech,13135,13135,13135
99,Belgium,1/19/2021,13001.0,Pfizer/BioNTech,13001,13001,13001
100,Belgium,1/20/2021,12222.0,Pfizer/BioNTech,12222,12222,12222
101,Belgium,1/21/2021,11112.0,Pfizer/BioNTech,11112,11112,11112
102,Belgium,1/22/2021,9632.0,Pfizer/BioNTech,9632,9632,9632
103,Brazil,1/16/2021,,Sinovac,0,112094,38115
104,Brazil,1/17/2021,112.0,Sinovac,112,112,112
105,Brazil,1/18/2021,554.0,Sinovac,554,554,554
106,Brazil,1/19/2021,3823.0,Sinovac,3823,3823,3823
107,Brazil,1/20/2021,7136.0,Sinovac,7136,7136,7136
108,Brazil,1/21/2021,27304.0,Sinovac,27304,27304,27304
109,Brazil,1/22/2021,40980.0,Sinovac,40980,40980,40980
110,Brazil,1/23/2021,76825.0,Sinovac,76825,76825,76825
111,Brazil,1/24/2021,86373.0,Sinovac,86373,86373,86373
112,Brazil,1/25/2021,99928.0,Sinovac,99928,99928,99928
113,Bulgaria,12/29/2020,,"Moderna, Pfizer/BioNTech",1592,55667,1046
114,Bulgaria,12/30/2020,2889.0,"Moderna, Pfizer/BioNTech",2889,2889,2889
115,Bulgaria,12/31/2020,1477.0,"Moderna, Pfizer/BioNTech",1477,1477,1477
116,Bulgaria,1/1/2021,1007.0,"Moderna, Pfizer/BioNTech",1007,1007,1007
117,Bulgaria,1/2/2021,799.0,"Moderna, Pfizer/BioNTech",799,799,799
118,Bulgaria,1/3/2021,675.0,"Moderna, Pfizer/BioNTech",675,675,675
119,Bulgaria,1/4/2021,592.0,"Moderna, Pfizer/BioNTech",592,592,592
120,Bulgaria,1/5/2021,533.0,"Moderna, Pfizer/BioNTech",533,533,533
121,Bulgaria,1/6/2021,472.0,"Moderna, Pfizer/BioNTech",472,472,472
122,Bulgaria,1/7/2021,920.0,"Moderna, Pfizer/BioNTech",920,920,920
123,Bulgaria,1/8/2021,1231.0,"Moderna, Pfizer/BioNTech",1231,1231,1231
124,Bulgaria,1/9/2021,1222.0,"Moderna, Pfizer/BioNTech",1222,1222,1222
125,Bulgaria,1/10/2021,1246.0,"Moderna, Pfizer/BioNTech",1246,1246,1246
126,Bulgaria,1/11/2021,1270.0,"Moderna, Pfizer/BioNTech",1270,1270,1270
127,Bulgaria,1/12/2021,1476.0,"Moderna, Pfizer/BioNTech",1476,1476,1476
128,Bulgaria,1/13/2021,1304.0,"Moderna, Pfizer/BioNTech",1304,1304,1304
129,Bulgaria,1/14/2021,938.0,"Moderna, Pfizer/BioNTech",938,938,938
130,Bulgaria,1/15/2021,682.0,"Moderna, Pfizer/BioNTech",682,682,682
131,Bulgaria,1/16/2021,694.0,"Moderna, Pfizer/BioNTech",694,694,694
132,Bulgaria,1/17/2021,662.0,"Moderna, Pfizer/BioNTech",662,662,662
133,Bulgaria,1/18/2021,782.0,"Moderna, Pfizer/BioNTech",782,782,782
134,Bulgaria,1/19/2021,921.0,"Moderna, Pfizer/BioNTech",921,921,921
135,Bulgaria,1/20/2021,1013.0,"Moderna, Pfizer/BioNTech",1013,1013,1013
136,Bulgaria,1/21/2021,1081.0,"Moderna, Pfizer/BioNTech",1081,1081,1081
137,Bulgaria,1/22/2021,1139.0,"Moderna, Pfizer/BioNTech",1139,1139,1139
138,Bulgaria,1/23/2021,1112.0,"Moderna, Pfizer/BioNTech",1112,1112,1112
139,Bulgaria,1/24/2021,1099.0,"Moderna, Pfizer/BioNTech",1099,1099,1099
140,Bulgaria,1/25/2021,1023.0,"Moderna, Pfizer/BioNTech",1023,1023,1023
141,Canada,12/14/2020,,"Moderna, Pfizer/BioNTech",0,2471,18217
142,Canada,12/15/2020,866.0,"Moderna, Pfizer/BioNTech",866,866,866
143,Canada,12/16/2020,1693.0,"Moderna, Pfizer/BioNTech",1693,1693,1693
144,Canada,12/17/2020,2301.0,"Moderna, Pfizer/BioNTech",2301,2301,2301
145,Canada,12/18/2020,2580.0,"Moderna, Pfizer/BioNTech",2580,2580,2580
146,Canada,12/19/2020,2319.0,"Moderna, Pfizer/BioNTech",2319,2319,2319
147,Canada,12/20/2020,2366.0,"Moderna, Pfizer/BioNTech",2366,2366,2366
148,Canada,12/21/2020,2938.0,"Moderna, Pfizer/BioNTech",2938,2938,2938
149,Canada,12/22/2020,3589.0,"Moderna, Pfizer/BioNTech",3589,3589,3589
150,Canada,12/23/2020,4487.0,"Moderna, Pfizer/BioNTech",4487,4487,4487
151,Canada,12/24/2020,5457.0,"Moderna, Pfizer/BioNTech",5457,5457,5457
152,Canada,12/25/2020,5012.0,"Moderna, Pfizer/BioNTech",5012,5012,5012
153,Canada,12/26/2020,5261.0,"Moderna, Pfizer/BioNTech",5261,5261,5261
154,Canada,12/27/2020,5398.0,"Moderna, Pfizer/BioNTech",5398,5398,5398
155,Canada,12/28/2020,5512.0,"Moderna, Pfizer/BioNTech",5512,5512,5512
156,Canada,12/29/2020,6352.0,"Moderna, Pfizer/BioNTech",6352,6352,6352
157,Canada,12/30/2020,6342.0,"Moderna, Pfizer/BioNTech",6342,6342,6342
158,Canada,12/31/2020,7205.0,"Moderna, Pfizer/BioNTech",7205,7205,7205
159,Canada,1/1/2021,8378.0,"Moderna, Pfizer/BioNTech",8378,8378,8378
160,Canada,1/2/2021,9101.0,"Moderna, Pfizer/BioNTech",9101,9101,9101
161,Canada,1/3/2021,9350.0,"Moderna, Pfizer/BioNTech",9350,9350,9350
162,Canada,1/4/2021,11044.0,"Moderna, Pfizer/BioNTech",11044,11044,11044
163,Canada,1/5/2021,12111.0,"Moderna, Pfizer/BioNTech",12111,12111,12111
164,Canada,1/6/2021,14887.0,"Moderna, Pfizer/BioNTech",14887,14887,14887
165,Canada,1/7/2021,17662.0,"Moderna, Pfizer/BioNTech",17662,17662,17662
166,Canada,1/8/2021,22412.0,"Moderna, Pfizer/BioNTech",22412,22412,22412
167,Canada,1/9/2021,26418.0,"Moderna, Pfizer/BioNTech",26418,26418,26418
168,Canada,1/10/2021,29046.0,"Moderna, Pfizer/BioNTech",29046,29046,29046
169,Canada,1/11/2021,31914.0,"Moderna, Pfizer/BioNTech",31914,31914,31914
170,Canada,1/12/2021,33281.0,"Moderna, Pfizer/BioNTech",33281,33281,33281
171,Canada,1/13/2021,33646.0,"Moderna, Pfizer/BioNTech",33646,33646,33646
172,Canada,1/14/2021,34290.0,"Moderna, Pfizer/BioNTech",34290,34290,34290
173,Canada,1/15/2021,35208.0,"Moderna, Pfizer/BioNTech",35208,35208,35208
174,Canada,1/16/2021,35134.0,"Moderna, Pfizer/BioNTech",35134,35134,35134
175,Canada,1/17/2021,35670.0,"Moderna, Pfizer/BioNTech",35670,35670,35670
176,Canada,1/18/2021,36358.0,"Moderna, Pfizer/BioNTech",36358,36358,36358
177,Canada,1/19/2021,37521.0,"Moderna, Pfizer/BioNTech",37521,37521,37521
178,Canada,1/20/2021,39576.0,"Moderna, Pfizer/BioNTech",39576,39576,39576
179,Canada,1/21/2021,39910.0,"Moderna, Pfizer/BioNTech",39910,39910,39910
180,Canada,1/22/2021,38417.0,"Moderna, Pfizer/BioNTech",38417,38417,38417
181,Canada,1/23/2021,36850.0,"Moderna, Pfizer/BioNTech",36850,36850,36850
182,Canada,1/24/2021,35101.0,"Moderna, Pfizer/BioNTech",35101,35101,35101
183,Canada,1/25/2021,32183.0,"Moderna, Pfizer/BioNTech",32183,32183,32183
184,Chile,12/24/2020,,Pfizer/BioNTech,4461,9523,2189
185,Chile,12/25/2020,4771.0,Pfizer/BioNTech,4771,4771,4771
186,Chile,12/26/2020,3958.0,Pfizer/BioNTech,3958,3958,3958
187,Chile,12/27/2020,2742.0,Pfizer/BioNTech,2742,2742,2742
188,Chile,12/28/2020,2069.0,Pfizer/BioNTech,2069,2069,2069
189,Chile,12/29/2020,1665.0,Pfizer/BioNTech,1665,1665,1665
190,Chile,12/30/2020,1396.0,Pfizer/BioNTech,1396,1396,1396
191,Chile,12/31/2020,1204.0,Pfizer/BioNTech,1204,1204,1204
192,Chile,1/1/2021,530.0,Pfizer/BioNTech,530,530,530
193,Chile,1/2/2021,88.0,Pfizer/BioNTech,88,88,88
194,Chile,1/3/2021,51.0,Pfizer/BioNTech,51,51,51
195,Chile,1/4/2021,51.0,Pfizer/BioNTech,51,51,51
196,Chile,1/5/2021,250.0,Pfizer/BioNTech,250,250,250
197,Chile,1/6/2021,272.0,Pfizer/BioNTech,272,272,272
198,Chile,1/7/2021,344.0,Pfizer/BioNTech,344,344,344
199,Chile,1/8/2021,417.0,Pfizer/BioNTech,417,417,417
200,Chile,1/9/2021,489.0,Pfizer/BioNTech,489,489,489
201,Chile,1/10/2021,562.0,Pfizer/BioNTech,562,562,562
202,Chile,1/11/2021,635.0,Pfizer/BioNTech,635,635,635
203,Chile,1/12/2021,508.0,Pfizer/BioNTech,508,508,508
204,Chile,1/13/2021,559.0,Pfizer/BioNTech,559,559,559
205,Chile,1/14/2021,1038.0,Pfizer/BioNTech,1038,1038,1038
206,Chile,1/15/2021,1437.0,Pfizer/BioNTech,1437,1437,1437
207,Chile,1/16/2021,1366.0,Pfizer/BioNTech,1366,1366,1366
208,Chile,1/17/2021,1291.0,Pfizer/BioNTech,1291,1291,1291
209,Chile,1/18/2021,2699.0,Pfizer/BioNTech,2699,2699,2699
210,Chile,1/19/2021,5267.0,Pfizer/BioNTech,5267,5267,5267
211,Chile,1/20/2021,5632.0,Pfizer/BioNTech,5632,5632,5632
212,Chile,1/21/2021,6328.0,Pfizer/BioNTech,6328,6328,6328
213,Chile,1/22/2021,5882.0,Pfizer/BioNTech,5882,5882,5882
214,Chile,1/23/2021,6000.0,Pfizer/BioNTech,6000,6000,6000
215,Chile,1/24/2021,6020.0,Pfizer/BioNTech,6020,6020,6020
216,Chile,1/25/2021,4557.0,Pfizer/BioNTech,4557,4557,4557
217,China,12/15/2020,,"CNBG, Sinovac",162601,76777,331101
218,China,12/16/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
219,China,12/17/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
220,China,12/18/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
221,China,12/19/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
222,China,12/20/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
223,China,12/21/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
224,China,12/22/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
225,China,12/23/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
226,China,12/24/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
227,China,12/25/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
228,China,12/26/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
229,China,12/27/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
230,China,12/28/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
231,China,12/29/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
232,China,12/30/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
233,China,12/31/2020,187500.0,"CNBG, Sinovac",187500,187500,187500
234,China,1/1/2021,232143.0,"CNBG, Sinovac",232143,232143,232143
235,China,1/2/2021,276786.0,"CNBG, Sinovac",276786,276786,276786
236,China,1/3/2021,321429.0,"CNBG, Sinovac",321429,321429,321429
237,China,1/4/2021,366071.0,"CNBG, Sinovac",366071,366071,366071
238,China,1/5/2021,410714.0,"CNBG, Sinovac",410714,410714,410714
239,China,1/6/2021,455357.0,"CNBG, Sinovac",455357,455357,455357
240,China,1/7/2021,500000.0,"CNBG, Sinovac",500000,500000,500000
241,China,1/8/2021,500000.0,"CNBG, Sinovac",500000,500000,500000
242,China,1/9/2021,500000.0,"CNBG, Sinovac",500000,500000,500000
243,China,1/10/2021,464286.0,"CNBG, Sinovac",464286,464286,464286
244,China,1/11/2021,428571.0,"CNBG, Sinovac",428571,428571,428571
245,China,1/12/2021,392857.0,"CNBG, Sinovac",392857,392857,392857
246,China,1/13/2021,357143.0,"CNBG, Sinovac",357143,357143,357143
247,China,1/14/2021,387755.0,"CNBG, Sinovac",387755,387755,387755
248,China,1/15/2021,418367.0,"CNBG, Sinovac",418367,418367,418367
249,China,1/16/2021,448980.0,"CNBG, Sinovac",448980,448980,448980
250,China,1/17/2021,515306.0,"CNBG, Sinovac",515306,515306,515306
251,China,1/18/2021,581633.0,"CNBG, Sinovac",581633,581633,581633
252,China,1/19/2021,647959.0,"CNBG, Sinovac",647959,647959,647959
253,China,1/20/2021,714286.0,"CNBG, Sinovac",714286,714286,714286
254,Costa Rica,12/24/2020,,Pfizer/BioNTech,0,17854,998
255,Costa Rica,12/25/2020,240.0,Pfizer/BioNTech,240,240,240
256,Costa Rica,12/26/2020,240.0,Pfizer/BioNTech,240,240,240
257,Costa Rica,12/27/2020,240.0,Pfizer/BioNTech,240,240,240
258,Costa Rica,12/28/2020,240.0,Pfizer/BioNTech,240,240,240
259,Costa Rica,12/29/2020,240.0,Pfizer/BioNTech,240,240,240
260,Costa Rica,12/30/2020,240.0,Pfizer/BioNTech,240,240,240
261,Costa Rica,12/31/2020,240.0,Pfizer/BioNTech,240,240,240
262,Costa Rica,1/1/2021,240.0,Pfizer/BioNTech,240,240,240
263,Costa Rica,1/2/2021,240.0,Pfizer/BioNTech,240,240,240
264,Costa Rica,1/3/2021,240.0,Pfizer/BioNTech,240,240,240
265,Costa Rica,1/4/2021,414.0,Pfizer/BioNTech,414,414,414
266,Costa Rica,1/5/2021,588.0,Pfizer/BioNTech,588,588,588
267,Costa Rica,1/6/2021,763.0,Pfizer/BioNTech,763,763,763
268,Costa Rica,1/7/2021,937.0,Pfizer/BioNTech,937,937,937
269,Costa Rica,1/8/2021,1111.0,Pfizer/BioNTech,1111,1111,1111
270,Costa Rica,1/9/2021,1385.0,Pfizer/BioNTech,1385,1385,1385
271,Costa Rica,1/10/2021,1659.0,Pfizer/BioNTech,1659,1659,1659
272,Costa Rica,1/11/2021,1759.0,Pfizer/BioNTech,1759,1759,1759
273,Costa Rica,1/12/2021,1859.0,Pfizer/BioNTech,1859,1859,1859
274,Costa Rica,1/13/2021,1959.0,Pfizer/BioNTech,1959,1959,1959
275,Costa Rica,1/14/2021,2058.0,Pfizer/BioNTech,2058,2058,2058
276,Costa Rica,1/15/2021,2158.0,Pfizer/BioNTech,2158,2158,2158
277,Costa Rica,1/16/2021,2066.0,Pfizer/BioNTech,2066,2066,2066
278,Costa Rica,1/17/2021,1973.0,Pfizer/BioNTech,1973,1973,1973
279,Costa Rica,1/18/2021,1880.0,Pfizer/BioNTech,1880,1880,1880
280,Croatia,12/30/2020,,Pfizer/BioNTech,502,1662,2260
281,Croatia,12/31/2020,1105.0,Pfizer/BioNTech,1105,1105,1105
282,Croatia,1/1/2021,1105.0,Pfizer/BioNTech,1105,1105,1105
283,Croatia,1/2/2021,1105.0,Pfizer/BioNTech,1105,1105,1105
284,Croatia,1/3/2021,1105.0,Pfizer/BioNTech,1105,1105,1105
285,Croatia,1/4/2021,1036.0,Pfizer/BioNTech,1036,1036,1036
286,Croatia,1/5/2021,989.0,Pfizer/BioNTech,989,989,989
287,Croatia,1/6/2021,1334.0,Pfizer/BioNTech,1334,1334,1334
288,Croatia,1/7/2021,1662.0,Pfizer/BioNTech,1662,1662,1662
289,Croatia,1/8/2021,2130.0,Pfizer/BioNTech,2130,2130,2130
290,Croatia,1/9/2021,2689.0,Pfizer/BioNTech,2689,2689,2689
291,Croatia,1/10/2021,2693.0,Pfizer/BioNTech,2693,2693,2693
292,Croatia,1/11/2021,2748.0,Pfizer/BioNTech,2748,2748,2748
293,Croatia,1/12/2021,2802.0,Pfizer/BioNTech,2802,2802,2802
294,Croatia,1/13/2021,2479.0,Pfizer/BioNTech,2479,2479,2479
295,Croatia,1/14/2021,2485.0,Pfizer/BioNTech,2485,2485,2485
296,Croatia,1/15/2021,2364.0,Pfizer/BioNTech,2364,2364,2364
297,Croatia,1/16/2021,2272.0,Pfizer/BioNTech,2272,2272,2272
298,Croatia,1/17/2021,2510.0,Pfizer/BioNTech,2510,2510,2510
299,Croatia,1/18/2021,2747.0,Pfizer/BioNTech,2747,2747,2747
300,Croatia,1/19/2021,2984.0,Pfizer/BioNTech,2984,2984,2984
301,Croatia,1/20/2021,3329.0,Pfizer/BioNTech,3329,3329,3329
302,Croatia,1/21/2021,3343.0,Pfizer/BioNTech,3343,3343,3343
303,Croatia,1/22/2021,3346.0,Pfizer/BioNTech,3346,3346,3346
304,Croatia,1/23/2021,2960.0,Pfizer/BioNTech,2960,2960,2960
305,Croatia,1/24/2021,2800.0,Pfizer/BioNTech,2800,2800,2800
306,Croatia,1/25/2021,2640.0,Pfizer/BioNTech,2640,2640,2640
307,Cyprus,1/6/2021,,Pfizer/BioNTech,459,1889,752
308,Cyprus,1/7/2021,534.0,Pfizer/BioNTech,534,534,534
309,Cyprus,1/8/2021,534.0,Pfizer/BioNTech,534,534,534
310,Cyprus,1/9/2021,534.0,Pfizer/BioNTech,534,534,534
311,Cyprus,1/10/2021,534.0,Pfizer/BioNTech,534,534,534
312,Cyprus,1/11/2021,594.0,Pfizer/BioNTech,594,594,594
313,Cyprus,1/12/2021,635.0,Pfizer/BioNTech,635,635,635
314,Cyprus,1/13/2021,664.0,Pfizer/BioNTech,664,664,664
315,Cyprus,1/14/2021,708.0,Pfizer/BioNTech,708,708,708
316,Cyprus,1/15/2021,751.0,Pfizer/BioNTech,751,751,751
317,Cyprus,1/16/2021,821.0,Pfizer/BioNTech,821,821,821
318,Cyprus,1/17/2021,891.0,Pfizer/BioNTech,891,891,891
319,Cyprus,1/18/2021,917.0,Pfizer/BioNTech,917,917,917
320,Cyprus,1/19/2021,943.0,Pfizer/BioNTech,943,943,943
321,Cyprus,1/20/2021,969.0,Pfizer/BioNTech,969,969,969
322,Cyprus,1/21/2021,996.0,Pfizer/BioNTech,996,996,996
323,Cyprus,1/22/2021,1022.0,Pfizer/BioNTech,1022,1022,1022
324,Czechia,12/27/2020,,"Moderna, Pfizer/BioNTech",539,54419,6427
325,Czechia,12/28/2020,2229.0,"Moderna, Pfizer/BioNTech",2229,2229,2229
326,Czechia,12/29/2020,2798.0,"Moderna, Pfizer/BioNTech",2798,2798,2798
327,Czechia,12/30/2020,3010.0,"Moderna, Pfizer/BioNTech",3010,3010,3010
328,Czechia,12/31/2020,2583.0,"Moderna, Pfizer/BioNTech",2583,2583,2583
329,Czechia,1/1/2021,2119.0,"Moderna, Pfizer/BioNTech",2119,2119,2119
330,Czechia,1/2/2021,1974.0,"Moderna, Pfizer/BioNTech",1974,1974,1974
331,Czechia,1/3/2021,1822.0,"Moderna, Pfizer/BioNTech",1822,1822,1822
332,Czechia,1/4/2021,1994.0,"Moderna, Pfizer/BioNTech",1994,1994,1994
333,Czechia,1/5/2021,2128.0,"Moderna, Pfizer/BioNTech",2128,2128,2128
334,Czechia,1/6/2021,2439.0,"Moderna, Pfizer/BioNTech",2439,2439,2439
335,Czechia,1/7/2021,3361.0,"Moderna, Pfizer/BioNTech",3361,3361,3361
336,Czechia,1/8/2021,4730.0,"Moderna, Pfizer/BioNTech",4730,4730,4730
337,Czechia,1/9/2021,4832.0,"Moderna, Pfizer/BioNTech",4832,4832,4832
338,Czechia,1/10/2021,4944.0,"Moderna, Pfizer/BioNTech",4944,4944,4944
339,Czechia,1/11/2021,5812.0,"Moderna, Pfizer/BioNTech",5812,5812,5812
340,Czechia,1/12/2021,7042.0,"Moderna, Pfizer/BioNTech",7042,7042,7042
341,Czechia,1/13/2021,8132.0,"Moderna, Pfizer/BioNTech",8132,8132,8132
342,Czechia,1/14/2021,9103.0,"Moderna, Pfizer/BioNTech",9103,9103,9103
343,Czechia,1/15/2021,9588.0,"Moderna, Pfizer/BioNTech",9588,9588,9588
